psgc_code,correspondence_code,name,level,region,province,city_municipality
0102812050,012812050,"Bgy. No. 55-B, Salet-Bulangon",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812053,012812053,"Bgy. No. 6, San Agustin",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812054,012812054,"Bgy. No. 22, San Andres",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812055,012812055,"Bgy. No. 28, San Bernardo",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812056,012812056,"Bgy. No. 17, San Francisco",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812057,012812057,"Bgy. No. 4, San Guillermo",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812058,012812058,"Bgy. No. 15, San Guillermo",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812059,012812059,"Bgy. No. 12, San Isidro",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812060,012812060,"Bgy. No. 16, San Jacinto",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812061,012812061,"Bgy. No. 10, San Jose",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812062,012812062,"Bgy. No. 1, San Lorenzo",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812063,012812063,"Bgy. No. 26, San Marcelino",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812064,012812064,"Bgy. No. 52-A, San Mateo",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812065,012812065,"Bgy. No. 23, San Matias",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812066,012812066,"Bgy. No. 20, San Miguel",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812067,012812067,"Bgy. No. 21, San Pedro",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812068,012812068,"Bgy. No. 5, San Pedro",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812069,012812069,"Bry. No. 18, San Quirino",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812070,012812070,"Bgy. No. 8, San Vicente",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812071,012812071,"Bgy. No. 9, Santa Angela",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812072,012812072,"Bgy. No. 11, Santa Balbina",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812073,012812073,"Bgy. No. 25, Santa Cayetana",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812074,012812074,"Bgy. No. 2, Santa Joaquina",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812075,012812075,"Bgy. No. 19, Santa Marcela",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812076,012812076,"Bgy. No. 30-B, Santa Maria",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812077,012812077,"Bgy. No. 39, Santa Rosa",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812078,012812078,"Bgy. No. 14, Santo Tomas",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812079,012812079,"Bgy. No. 29, Santo Tomas",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812080,012812080,"Bgy. No. 30-A, Suyo",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812081,012812081,"Bgy. No. 31, Talingaan",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812082,012812082,"Bgy. No. 45, Tangid",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812083,012812083,"Bgy. No. 55-C, Vira",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812084,012812084,"Bgy. No. 44, Zamboanga",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102813000,012813000,Marcos,Mun,Region I (Ilocos Region),Ilocos Norte,
0102813001,012813001,Pacifico,Bgy,Region I (Ilocos Region),Ilocos Norte,Marcos
0102813003,012813003,Imelda,Bgy,Region I (Ilocos Region),Ilocos Norte,Marcos
0102813004,012813004,Elizabeth,Bgy,Region I (Ilocos Region),Ilocos Norte,Marcos
0102813005,012813005,Daquioag,Bgy,Region I (Ilocos Region),Ilocos Norte,Marcos
0102813006,012813006,Escoda,Bgy,Region I (Ilocos Region),Ilocos Norte,Marcos
0102813007,012813007,Ferdinand,Bgy,Region I (Ilocos Region),Ilocos Norte,Marcos
0102813008,012813008,Fortuna,Bgy,Region I (Ilocos Region),Ilocos Norte,Marcos
0102813009,012813009,Lydia,Bgy,Region I (Ilocos Region),Ilocos Norte,Marcos
0102813010,012813010,Mabuti,Bgy,Region I (Ilocos Region),Ilocos Norte,Marcos
0102813011,012813011,Valdez,Bgy,Region I (Ilocos Region),Ilocos Norte,Marcos
0102813012,012813012,Tabucbuc,Bgy,Region I (Ilocos Region),Ilocos Norte,Marcos
0102813013,012813013,Santiago,Bgy,Region I (Ilocos Region),Ilocos Norte,Marcos
0102813014,012813014,Cacafean,Bgy,Region I (Ilocos Region),Ilocos Norte,Marcos
0102814000,012814000,Nueva Era,Mun,Region I (Ilocos Region),Ilocos Norte,
0102814001,012814001,Acnam,Bgy,Region I (Ilocos Region),Ilocos Norte,Nueva Era
0102814002,012814002,Barangobong,Bgy,Region I (Ilocos Region),Ilocos Norte,Nueva Era
0102814003,012814003,Barikir,Bgy,Region I (Ilocos Region),Ilocos Norte,Nueva Era
0102814004,012814004,Bugayong,Bgy,Region I (Ilocos Region),Ilocos Norte,Nueva Era
0102814005,012814005,Cabittauran,Bgy,Region I (Ilocos Region),Ilocos Norte,Nueva Era
0102814006,012814006,Caray,Bgy,Region I (Ilocos Region),Ilocos Norte,Nueva Era
0102814007,012814007,Garnaden,Bgy,Region I (Ilocos Region),Ilocos Norte,Nueva Era
0102814008,012814008,Naguillan,Bgy,Region I (Ilocos Region),Ilocos Norte,Nueva Era
0102814009,012814009,Poblacion,Bgy,Region I (Ilocos Region),Ilocos Norte,Nueva Era
0102814010,012814010,Santo Niño,Bgy,Region I (Ilocos Region),Ilocos Norte,Nueva Era
0102814011,012814011,Uguis,Bgy,Region I (Ilocos Region),Ilocos Norte,Nueva Era
0102815000,012815000,Pagudpud,Mun,Region I (Ilocos Region),Ilocos Norte,
0102815001,012815001,Aggasi,Bgy,Region I (Ilocos Region),Ilocos Norte,Pagudpud
0102815003,012815003,Baduang,Bgy,Region I (Ilocos Region),Ilocos Norte,Pagudpud
0102815004,012815004,Balaoi,Bgy,Region I (Ilocos Region),Ilocos Norte,Pagudpud
0102815005,012815005,Burayoc,Bgy,Region I (Ilocos Region),Ilocos Norte,Pagudpud
0102815006,012815006,Caunayan,Bgy,Region I (Ilocos Region),Ilocos Norte,Pagudpud
0102815007,012815007,Dampig,Bgy,Region I (Ilocos Region),Ilocos Norte,Pagudpud
0102815008,012815008,Ligaya,Bgy,Region I (Ilocos Region),Ilocos Norte,Pagudpud
0102815010,012815010,Pancian,Bgy,Region I (Ilocos Region),Ilocos Norte,Pagudpud
0102815011,012815011,Pasaleng,Bgy,Region I (Ilocos Region),Ilocos Norte,Pagudpud
0102815012,012815012,Poblacion 1,Bgy,Region I (Ilocos Region),Ilocos Norte,Pagudpud
0102815013,012815013,Poblacion 2,Bgy,Region I (Ilocos Region),Ilocos Norte,Pagudpud
0102815014,012815014,Saguigui,Bgy,Region I (Ilocos Region),Ilocos Norte,Pagudpud
0102815015,012815015,Saud,Bgy,Region I (Ilocos Region),Ilocos Norte,Pagudpud
0102815016,012815016,Subec,Bgy,Region I (Ilocos Region),Ilocos Norte,Pagudpud
0102815017,012815017,Tarrag,Bgy,Region I (Ilocos Region),Ilocos Norte,Pagudpud
0102815018,012815018,Caparispisan,Bgy,Region I (Ilocos Region),Ilocos Norte,Pagudpud
0102816000,012816000,Paoay,Mun,Region I (Ilocos Region),Ilocos Norte,
0102816001,012816001,Bacsil,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816002,012816002,Cabagoan,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816003,012816003,Cabangaran,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816004,012816004,Callaguip,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816005,012816005,Cayubog,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816006,012816006,Dolores,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816007,012816007,Laoa,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816008,012816008,Masintoc,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816009,012816009,Monte,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816010,012816010,Mumulaan,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816011,012816011,Nagbacalan,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816012,012816012,Nalasin,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816013,012816013,Nanguyudan,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816014,012816014,Oaig-Upay-Abulao,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816015,012816015,Pambaran,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816016,012816016,Pannaratan,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816017,012816017,Paratong,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816018,012816018,Pasil,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816019,012816019,Salbang,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816020,012816020,San Agustin,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816021,012816021,San Blas,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816022,012816022,San Juan,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816025,012816025,San Pedro,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816028,012816028,San Roque,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816029,012816029,Sangladan Pob.,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816030,012816030,Santa Rita,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816031,012816031,Sideg,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816032,012816032,Suba,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816033,012816033,Sungadan,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816034,012816034,Surgui,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102816035,012816035,Veronica,Bgy,Region I (Ilocos Region),Ilocos Norte,Paoay
0102817000,012817000,Pasuquin,Mun,Region I (Ilocos Region),Ilocos Norte,
0102817001,012817001,Batuli,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817002,012817002,Binsang,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817003,012817003,Nalvo,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817004,012817004,Caruan,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817005,012817005,Carusikis,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817006,012817006,Carusipan,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817007,012817007,Dadaeman,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817008,012817008,Darupidip,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817009,012817009,Davila,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817010,012817010,Dilanis,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817011,012817011,Dilavo,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817012,012817012,Estancia,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817014,012817014,Naglicuan,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817015,012817015,Nagsanga,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817016,012817016,Ngabangab,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817017,012817017,Pangil,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817018,012817018,Poblacion 1,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817019,012817019,Poblacion 2,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817020,012817020,Poblacion 3,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817021,012817021,Poblacion 4,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817022,012817022,Pragata,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817023,012817023,Puyupuyan,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817024,012817024,Sulongan,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817025,012817025,Salpad,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817026,012817026,San Juan,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817027,012817027,Santa Catalina,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817028,012817028,Santa Matilde,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817029,012817029,Sapat,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817030,012817030,Sulbec,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817031,012817031,Surong,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817032,012817032,Susugaen,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817033,012817033,Tabungao,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102817034,012817034,Tadao,Bgy,Region I (Ilocos Region),Ilocos Norte,Pasuquin
0102818000,012818000,Piddig,Mun,Region I (Ilocos Region),Ilocos Norte,
0102818001,012818001,Ab-abut,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818002,012818002,Abucay,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818003,012818003,Anao,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818004,012818004,Arua-ay,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818005,012818005,Bimmanga,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818006,012818006,Boyboy,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818007,012818007,Cabaroan,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818008,012818008,Calambeg,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818009,012818009,Callusa,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818010,012818010,Dupitac,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818011,012818011,Estancia,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818012,012818012,Gayamat,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818013,012818013,Lagandit,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818014,012818014,Libnaoan,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818015,012818015,Loing,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818016,012818016,Maab-abaca,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818017,012818017,Mangitayag,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818018,012818018,Maruaya,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818019,012818019,San Antonio,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818020,012818020,Santa Maria,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818021,012818021,Sucsuquen,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818022,012818022,Tangaoan,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102818023,012818023,Tonoton,Bgy,Region I (Ilocos Region),Ilocos Norte,Piddig
0102819000,012819000,Pinili,Mun,Region I (Ilocos Region),Ilocos Norte,
0102819001,012819001,Aglipay,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819002,012819002,Apatut-Lubong,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819003,012819003,Badio,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819004,012819004,Barbar,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819005,012819005,Buanga,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819006,012819006,Bulbulala,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819007,012819007,Bungro,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819008,012819008,Cabaroan,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819009,012819009,Capangdanan,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819010,012819010,Dalayap,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819011,012819011,Darat,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819012,012819012,Gulpeng,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819013,012819013,Liliputen,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819014,012819014,Lumbaan-Bicbica,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819015,012819015,Nagtrigoan,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819016,012819016,Pagdilao,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819017,012819017,Pugaoan,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819018,012819018,Puritac,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819019,012819019,Sacritan,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819020,012819020,Salanap,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819021,012819021,Santo Tomas,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819022,012819022,Tartarabang,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819023,012819023,Puzol,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819024,012819024,Upon,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102819025,012819025,Valbuena,Bgy,Region I (Ilocos Region),Ilocos Norte,Pinili
0102820000,012820000,San Nicolas,Mun,Region I (Ilocos Region),Ilocos Norte,
0102820001,012820001,San Francisco,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820002,012820002,San Ildefonso,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820003,012820003,San Agustin,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820004,012820004,San Baltazar,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820005,012820005,San Bartolome,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820006,012820006,San Cayetano,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820007,012820007,San Eugenio,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820008,012820008,San Fernando,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820009,012820009,San Gregorio,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820010,012820010,San Guillermo,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820011,012820011,San Jose,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820012,012820012,San Juan Bautista,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820013,012820013,San Lorenzo,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820014,012820014,San Lucas,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820015,012820015,San Marcos,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820016,012820016,San Miguel,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820017,012820017,San Pablo,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820018,012820018,San Paulo,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820019,012820019,San Pedro,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820020,012820020,San Rufino,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820021,012820021,San Silvestre,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820022,012820022,Santa Asuncion,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820023,012820023,Santa Cecilia,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102820024,012820024,Santa Monica,Bgy,Region I (Ilocos Region),Ilocos Norte,San Nicolas
0102821000,012821000,Sarrat,Mun,Region I (Ilocos Region),Ilocos Norte,
0102821001,012821001,San Agustin,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821002,012821002,San Andres,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821003,012821003,San Antonio,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821004,012821004,San Bernabe,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821005,012821005,San Cristobal,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821006,012821006,San Felipe,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821007,012821007,San Francisco,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821008,012821008,San Isidro,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821009,012821009,San Joaquin,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821010,012821010,San Jose,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821011,012821011,San Juan,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821012,012821012,San Leandro,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821014,012821014,San Lorenzo,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821015,012821015,San Manuel,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821016,012821016,San Marcos,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821017,012821017,San Nicolas,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821018,012821018,San Pedro,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821019,012821019,San Roque,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821020,012821020,San Vicente,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821021,012821021,Santa Barbara,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821022,012821022,Santa Magdalena,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821023,012821023,Santa Rosa,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821024,012821024,Santo Santiago,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102821025,012821025,Santo Tomas,Bgy,Region I (Ilocos Region),Ilocos Norte,Sarrat
0102822000,012822000,Solsona,Mun,Region I (Ilocos Region),Ilocos Norte,
0102822001,012822001,Aguitap,Bgy,Region I (Ilocos Region),Ilocos Norte,Solsona
0102822002,012822002,Bagbag,Bgy,Region I (Ilocos Region),Ilocos Norte,Solsona
0102822003,012822003,Bagbago,Bgy,Region I (Ilocos Region),Ilocos Norte,Solsona
0102822004,012822004,Barcelona,Bgy,Region I (Ilocos Region),Ilocos Norte,Solsona
0102822005,012822005,Bubuos,Bgy,Region I (Ilocos Region),Ilocos Norte,Solsona
0102822006,012822006,Capurictan,Bgy,Region I (Ilocos Region),Ilocos Norte,Solsona
